RRT*,1,2.5,10,0,532,31,40.613456387984435
RRT*,1,2.5,10,13,479,27,39.64701922977818
RRT*,1,2.5,10,26,448,28,39.804526483249
RRT*,1,2.5,10,39,537,17,39.58463105402937
RRT*,1,2.5,10,52,553,25,40.92717021696378
RRT*,1,2.5,10,65,547,33,45.07392879916909
RRT*,1,2.5,10,78,514,27,40.57293293260165
RRT*,1,2.5,10,91,367,-1,-1
RRT*,1,2.5,10,104,482,27,41.83991325769165
RRT*,1,2.5,10,117,522,23,41.29527620583859
RRT*,1,2.5,20,0,255,-1,-1
RRT*,1,2.5,20,13,346,14,36.87132290907378
RRT*,1,2.5,20,26,211,-1,-1
RRT*,1,2.5,20,39,316,18,37.63496479008457
RRT*,1,2.5,20,52,319,12,39.206054667249255
RRT*,1,2.5,20,65,212,13,39.56047271738267
RRT*,1,2.5,20,78,324,15,37.94213741188756
RRT*,1,2.5,20,91,350,14,37.864521816142194
RRT*,1,2.5,20,104,282,19,37.99501503558456
RRT*,1,2.5,20,117,318,18,40.11006818872406
RRT*,1,2.5,30,0,200,-1,-1
RRT*,1,2.5,30,13,258,11,36.63118694351829
RRT*,1,2.5,30,26,162,-1,-1
RRT*,1,2.5,30,39,238,13,37.931870529142145
RRT*,1,2.5,30,52,242,12,39.22148991458702
RRT*,1,2.5,30,65,232,12,39.07638268408745
RRT*,1,2.5,30,78,243,13,38.036251046742414
RRT*,1,2.5,30,91,256,12,37.855794169518354
RRT*,1,2.5,30,104,202,-1,-1
RRT*,1,2.5,30,117,194,-1,-1
RRT*,1,2.5,40,0,172,-1,-1
RRT*,1,2.5,40,13,216,10,36.72567232634291
RRT*,1,2.5,40,26,132,-1,-1
RRT*,1,2.5,40,39,200,12,37.92498667551966
RRT*,1,2.5,40,52,192,9,39.292126866130836
RRT*,1,2.5,40,65,187,11,39.072547694956235
RRT*,1,2.5,40,78,198,10,38.0455944012341
RRT*,1,2.5,40,91,209,9,38.05121861963641
RRT*,1,2.5,40,104,175,-1,-1
RRT*,1,2.5,40,117,167,-1,-1
RRT*,1,2.5,50,0,151,-1,-1
RRT*,1,2.5,50,13,190,10,36.84700925353184
RRT*,1,2.5,50,26,123,-1,-1
RRT*,1,2.5,50,39,180,10,38.326271767583115
RRT*,1,2.5,50,52,171,9,39.3083841145874
RRT*,1,2.5,50,65,173,9,39.25484155244337
RRT*,1,2.5,50,78,175,10,38.0455944012341
RRT*,1,2.5,50,91,182,9,38.05121861963641
RRT*,1,2.5,50,104,159,-1,-1
RRT*,1,2.5,50,117,152,-1,-1
RRT*,1,5,10,0,840,36,39.53997974826528
RRT*,1,5,10,13,807,29,39.54945182709684
RRT*,1,5,10,26,812,33,39.41499900483038
RRT*,1,5,10,39,868,17,39.58463105402937
RRT*,1,5,10,52,882,28,40.42521384272111
RRT*,1,5,10,65,864,33,38.64830237868351
RRT*,1,5,10,78,855,30,38.319053900255525
RRT*,1,5,10,91,793,34,39.61193606524041
RRT*,1,5,10,104,867,37,39.20686714609226
RRT*,1,5,10,117,860,28,40.32362318673875
RRT*,1,5,20,0,471,15,38.28242464822093
RRT*,1,5,20,13,529,16,36.68625828243732
RRT*,1,5,20,26,412,16,37.33079190846887
RRT*,1,5,20,39,517,20,37.29239339612491
RRT*,1,5,20,52,517,18,37.85246120883129
RRT*,1,5,20,65,518,17,37.15590903878161
RRT*,1,5,20,78,508,19,36.914698556619754
RRT*,1,5,20,91,528,16,37.80153920126077
RRT*,1,5,20,104,488,19,36.38826400884363
RRT*,1,5,20,117,505,22,39.498517647331354
RRT*,1,5,30,0,318,13,37.74924742408755
