RRT*,1,2.5,15,0,299,-1,-1
RRT*,1,2.5,15,13,309,-1,-1
RRT*,1,2.5,15,26,291,19,40.15000076756621
RRT*,1,2.5,15,39,314,-1,-1
RRT*,1,2.5,15,52,405,13,39.585166300256304
RRT*,1,2.5,15,65,366,20,40.32919091560188
RRT*,1,2.5,15,78,381,23,37.650546550920915
RRT*,1,2.5,15,91,407,21,38.03172259411286
RRT*,1,2.5,15,104,319,18,37.575607442179404
RRT*,1,2.5,15,117,400,22,39.1160694101273
RRT*,1,2.5,20,0,266,15,39.74753309751206
RRT*,1,2.5,20,13,325,14,36.87132290907378
RRT*,1,2.5,20,26,200,-1,-1
RRT*,1,2.5,20,39,311,18,37.63496479008457
RRT*,1,2.5,20,52,327,12,39.206054667249255
RRT*,1,2.5,20,65,308,16,37.496480485568675
RRT*,1,2.5,20,78,312,15,37.94213741188756
RRT*,1,2.5,20,91,342,14,37.864521816142194
RRT*,1,2.5,20,104,235,-1,-1
RRT*,1,2.5,20,117,286,18,40.11006818872406
RRT*,1,2.5,25,0,220,-1,-1
RRT*,1,2.5,25,13,224,-1,-1
RRT*,1,2.5,25,26,181,-1,-1
RRT*,1,2.5,25,39,270,13,37.962444230531624
RRT*,1,2.5,25,52,272,13,38.49592186614093
RRT*,1,2.5,25,65,260,14,37.84819265978443
RRT*,1,2.5,25,78,256,14,38.036269483384096
RRT*,1,2.5,25,91,289,13,37.754856794637945
RRT*,1,2.5,25,104,212,-1,-1
RRT*,1,2.5,25,117,182,-1,-1
RRT*,1,2.5,30,0,196,-1,-1
RRT*,1,2.5,30,13,252,10,36.72567232634291
RRT*,1,2.5,30,26,157,-1,-1
RRT*,1,2.5,30,39,217,13,37.931870529142145
RRT*,1,2.5,30,52,201,10,39.3727923224044
RRT*,1,2.5,30,65,223,12,39.07638268408745
RRT*,1,2.5,30,78,235,13,38.036251046742414
RRT*,1,2.5,30,91,250,12,37.856461984661834
RRT*,1,2.5,30,104,198,-1,-1
RRT*,1,2.5,30,117,189,-1,-1
RRT*,1,2.5,35,0,181,-1,-1
RRT*,1,2.5,35,13,229,10,36.72567232634291
RRT*,1,2.5,35,26,135,-1,-1
RRT*,1,2.5,35,39,210,12,37.92498667551966
RRT*,1,2.5,35,52,206,11,39.29222093935639
RRT*,1,2.5,35,65,193,11,39.072547694956235
RRT*,1,2.5,35,78,209,11,38.05187759658405
RRT*,1,2.5,35,91,226,10,38.051233056402225
RRT*,1,2.5,35,104,183,-1,-1
RRT*,1,2.5,35,117,173,-1,-1
RRT*,1,2.5,40,0,167,-1,-1
RRT*,1,2.5,40,13,212,10,36.72567232634291
RRT*,1,2.5,40,26,129,-1,-1
RRT*,1,2.5,40,39,197,12,37.92498667551966
RRT*,1,2.5,40,52,190,9,39.292126866130836
RRT*,1,2.5,40,65,185,11,39.26146539131847
RRT*,1,2.5,40,78,196,10,38.0455944012341
RRT*,1,2.5,40,91,206,9,38.05121861963641
RRT*,1,2.5,40,104,172,-1,-1
RRT*,1,2.5,40,117,163,-1,-1
RRT*,1,5,15,0,517,-1,-1
RRT*,1,5,15,13,555,24,37.33478411871673
RRT*,1,5,15,26,584,23,38.26469458417859
RRT*,1,5,15,39,564,24,36.43786426235582
RRT*,1,5,15,52,622,26,38.39998479701197
RRT*,1,5,15,65,637,26,36.60886456341705
RRT*,1,5,15,78,628,23,37.437743317970124
RRT*,1,5,15,91,657,23,37.839047817650126
RRT*,1,5,15,104,634,23,36.450364175064394
RRT*,1,5,15,117,633,22,38.40840461518545
